Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Austria,2013,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),1476.8552976500002
Austria,2013,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2013,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2013,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),72.49846890365568
Austria,2013,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),72.49846890365568
Austria,2013,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),8006.74769567629
Austria,2013,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),2673.5303113024584
Austria,2013,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2013,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2013,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),3905.990918
Austria,2013,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),3905.990918
Austria,2013,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2334.7799999999997
Austria,2013,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2334.7799999999997
Austria,2013,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),1240.79656425
Austria,2013,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),1240.79656425
Austria,2013,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2013,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2013,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),66.1
Austria,2013,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),66.1
Austria,2013,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),836.2271184904132
Austria,2013,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),2.01384
Austria,2013,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.744
Austria,2013,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.744
Austria,2013,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.07600000000000001
Austria,2013,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.076
Austria,2013,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),28.3657
Austria,2013,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),28.3657
Austria,2014,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),588.3138318780631
Austria,2014,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),588.3138318780631
Austria,2014,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),15105.923094364805
Austria,2014,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),4746.201814382693
Austria,2014,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2014,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2014,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),9125.505702
Austria,2014,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),9125.505702
Austria,2014,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2334.7799999999997
Austria,2014,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2334.7799999999997
Austria,2014,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1636.3757666499998
Austria,2014,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),1636.3757666499998
Austria,2014,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2014,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2014,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),71.6493923886018
Austria,2014,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),71.6493923886018
Austria,2014,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),8531.59972814413
Austria,2014,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),3082.2747898508514
Austria,2014,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2014,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2014,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),4866.910879999999
Austria,2014,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),4866.910879999999
Austria,2014,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2334.7799999999997
Austria,2014,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2334.7799999999997
Austria,2014,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),1404.7523407499998
Austria,2014,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),1404.7523407499998
Austria,2014,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),66.1
Austria,2014,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),66.1
Austria,2014,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),66.1
Austria,2014,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),66.1
Austria,2014,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),856.8449381598635
Austria,2014,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),3.743285
Austria,2014,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.7905
Austria,2014,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.7905
Austria,2014,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.07600000000000001
Austria,2014,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.076
Austria,2014,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),29.0887
Austria,2014,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),29.0887
Austria,2015,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),601.4175928104029
Austria,2015,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),601.4175928104029
Austria,2015,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),15712.792332264376
Austria,2015,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),5363.898429920642
Austria,2015,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),43
Austria,2015,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),43
Austria,2015,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),7578.768416000002
Austria,2015,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),7578.768416000002
Austria,2015,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2352.348
Austria,2015,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2352.348
Austria,2015,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1479.9273128999998
Austria,2015,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),1479.9273128999998
Austria,2015,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),43
Austria,2015,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),43
Austria,2015,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),72.02441024246586
Austria,2015,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),72.02441024246586
Austria,2015,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),8712.564768776441
Austria,2015,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),3380.0051781673865
Austria,2015,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),43
Austria,2015,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),43
Austria,2015,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),4119.594703
Austria,2015,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),4119.594703
Austria,2015,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2352.348
Austria,2015,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2352.348
Austria,2015,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),1270.66913
Austria,2015,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),1270.66913
Austria,2015,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),43
Austria,2015,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),43
Austria,2015,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),43
Austria,2015,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),43
Austria,2015,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),946.9654218026329
Austria,2015,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),3.980279
Austria,2015,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.81375
Austria,2015,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.81375
Austria,2015,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.07600000000000001
Austria,2015,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.076
Austria,2015,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),29.3779
Austria,2015,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),29.3779
Austria,2016,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),614.3125095797125
Austria,2016,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),614.3125095797125
Austria,2016,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),15590.92405280497
